"Target","Source"
"lotusoak2","robinmonotti"
"lotusoak2","robinmonotti"
"lotusoak2","robinmonotti"
"lotusoak2","robinmonotti"
"successfuel3","nicholasbyrne6"
"lotusoak2","ixoye33ad"
"lotusoak2","ixoye33ad"
"lotusoak2","fiptv1"
"lotusoak2","fiptv1"
"lotusoak2","fiptv1"
"paulthemartian","steven75374287"
"lotusoak2","fiptv1"
"lotusoak2","fiptv1"
"lotusoak2","nectar0flife"
"lotusoak2","paulscotland5"
"lotusoak2","jeangenie00"
"laurie_garrett","joaniegentian"
"busydrt","mills16dean"
"lotusoak2","plane2thet"
"maryamhenein","davidfe45001103"
"thinkfree55","nickcane22"
"gemmaod1","joannew68022274"
"florindanpopesc","drshamji"
"stephnebehay","gcpoutbreak"
"thinkfree55","mikerestorer"
"beachmilk","joannew68022274"
"gemmaod1","jacquel91072844"
"gemmaod1","spikey9990_1"
"dailymirror","pinkandwild"
"gemmaod1","platoleanne"
"gemmaod1","warekatielamb01"
"digital_collage","drshamji"
"uk_kjm","twin1_j"
"busydrt","owlsfanswfc"
"epochchanger","maccy2986"
"lotusoak2","hillclime"
"lotusoak2","markvaccines"
"lotusoak2","gino68b"
"gemmaod1","drbrucescott"
"gemmaod1","abbeirne"
"gemmaod1","dwilliam9940"
"gemmaod1","guyfawk23231052"
"lotusoak2","kimkat63536914"
"cine hopes gave huge #gapup last weekend, but #china tensions capped further gains. read @adatherton on why last week's markets moved as they did, and the outlook for the week ahead. pls share/rt https","adatherton"
"gemmaod1","danrich1979"
"lotusoak2","gibb491"
"gemmaod1","corrineedwards"
"successfuel3","brinsford96"
"gemmaod1","sallyske"
"gemmaod1","chriss15458"
"lotusoak2","agency4africa"
"lotusoak2","jenninemorgan"
"drthomaspaul","maureen_luggar"
"lotusoak2","royhull1"
"gemmaod1","bigcocobean"
"fortrussnews","dwilliam9940"
"lotusoak2","royhull1"
"lotusoak2","royhull1"
"busydrt","cobdev"
"lotusoak2","greyannvlas"
"redtwentyfive1","jamiebrookes88"
"lotusoak2","royhull1"
"lotusoak2","cathycathyfox"
"lotusoak2","cathycathyfox"
"busydrt","edwardgledhill5"
"lotusoak2","royhull1"
"julianiswithus","soianks"
"busydrt","gillsteventon"
"ly_touted oxford #coronavirus #vaccine trial has only 50 percent chance of success, project leader warns — rt uk news https","cgh54"
"hawkingfound","nova29lab"
"drbenjacksn","annedraya"
"fortrussnews","cheryl48943188"
"the_truth_ii","kevinma17258201"
"d_mos77","stugraders"
"lotusoak2","hillclime"
"immunesuper","jnettaylor"
"lotusoak2","cathycathyfox"
"lotusoak2","indy4scot"
"lotusoak2","indy4scot"
"d_mos77","collectiquefk"
"lotusoak2","indy4scot"
"lotusoak2","indy4scot"
"peterbonda007","rockyrose"
"onyadon","drjamain"
"lotusoak2","plane2thet"
"lotusoak2","laferrieretrina"
"speakeezie","speakeezie"
"sureshgeorge","myworldmmt"
"onyadon","sam_carter_86"
"lotusoak2","andrewmorrisuk"
"successfuel3","bodymanialtd"
"successfuel3","bodymanialtd"
"sapiofoxy","koi_nutter"
"patriciahartqi","aistronach"
"lotusoak2","plane2thet"
"onyadon","shadowwarrior30"
"lotusoak2","thomaslesley"
"lotusoak2","thomaslesley"
"lotusoak2","calderdaleagai1"
"lotusoak2","andrewmorrisuk"
"immunesuper","sam_carter_86"
"gemmaod1","cristin3518"
"peterhotez","deborahparr"
"lotusoak2","royhull1"
"successfuel3","rhysmor34341283"
"lotusoak2","royhull1"
"lotusoak2","andrewmorrisuk"
"gemmaod1","seybird11"
"lotusoak2","royhull1"
"patriciahartqi","mrssuecharles"
"gemmaod1","michell60319415"
"lotusoak2","maxmedieval"
"luma923","foodorgani"
"successfuel3","jaygold09708393"
"lotusoak2","bertiesrn50337"
"lotusoak2","plane2thet"
"d_mos77","tic_peter"
"drbenjacksn","francescunning"
"patriciahartqi","thequadram"
"successfuel3","craigshaw24"
"lotusoak2","kevinma17258201"
"lotusoak2","kevinma17258201"
"lotusoak2","maxmedieval"
"successfuel3","dean131j"
"lotusoak2","celticnotorious"
"lotusoak2","celticnotorious"
"busydrt","adastraeu"
"lotusoak2","andrewmorrisuk"
"littlebirdy22","justanotherbl13"
"gemmaod1","wetwinter1"
"lotusoak2","sinny2020"
"maryamhenein","honeycolony"
"maryamhenein","honeycolony"
"drbenjacksn","karendickens20"
"cmsriresearch","andrewmorrisuk"
"lotusoak2","greyannvlas"
"lotusoak2","amax1192"
"gwotzerho","edin_ibdscience"
"busydrt","jon_trace"
"leeialh","colinwhitby1"
"lotusoak2","stevies08101407"
"marikasboros","andrewmorrisuk"
"lotusoak2","yeoldelovespre1"
"lotusoak2","yeoldelovespre1"
"hivpxresearch","helenmcdowell76"
"busydrt","rolandkuhn88"
"lotusoak2","michell60319415"
"lotusoak2","michell60319415"
"tid_beats","coughetycough"
"luma923","foodorgani"
"luma923","foodorgani"
"lotusoak2","royhull1"
"lotusoak2","reeev0"
"lotusoak2","twistedgenes"
"lotusoak2","twistedgenes"
"aetiology","armenyuri"
"lotusoak2","amax1192"
"lotusoak2","hoddertracy"
"lotusoak2","agency4africa"
"peterhotez","ashshosho"
"ethoslifestyle","saleemulhuq"
"_beardedidiots","jiggscb"
"lotusoak2","marthaday402"
"drbenjacksn","amy_griffiths"
"dadychery","justbementalist"
"lotusoak2","andrewmorrisuk"
"lotusoak2","susieburnby"
"tatendam82","dawngo18"
"mauriciocorona","gdprai"
"21wire","wassssa_woman"
"lotusoak2","qoqanna"
"qymous1","spangles91"
"lotusoak2","mikerestorer"
"lotusoak2","mikerestorer"
"callsatantoday","lmi14611657"
"aetiology","piminu"
"edinburghcrf","helpmab0ab"
"maryamhenein","artaxis"
"successfuel3","successfuel3"
"successfuel3","successfuel3"
"cvrinfo","lauraewilson82"
"pameladrew","fibroidnetwork"
"lotusoak2","theshishaking"
"lotusoak2","theshishaking"
"lotusoak2","keithba24613451"
"lotusoak2","keithba24613451"
"immunesuper","miranda12304"
"busydrt","c_chriswitha"
"lotusoak2","amax1192"
"lotusoak2","amax1192"
"peterhotez","gargouille"
"successfuel3","flyonthewall771"
"successfuel3","flyonthewall771"
"chinadaily","sarah07909750"
"lotusoak2","amax1192"
"sheenaparish","earthstrong2020"
"cvrinfo","nimbulteel"
"lotusoak2","royhull1"
"lotusoak2","margare25683010"
"tatendam82","cheryl48943188"
"lotusoak2","mikerestorer"
"laurie_garrett","michelmaietta"
"cvrinfo","drtoniho"
"lotusoak2","andrewmorrisuk"
"dollarvigilante","bongosodij69"
"lotusoak2","johnburdett20"
"lotusoak2","andrewmorrisuk"
"lotusoak2","margare25683010"
"lotusoak2","johnjen27296901"
"lotusoak2","johnburdett20"
"lotusoak2","johnburdett20"
"moiradundee","johnebrady86"
"lotusoak2","johnburdett20"
"lotusoak2","amax1192"
"moiradundee","manaic7"
"successfuel3","theredp04775236"
"successfuel3","theredp04775236"
"cvrinfo","uofgvc"
"huwlarrr","specialkcarruth"
"huwlarrr","amax1192"
"cvrinfo","peterja87603295"
"cvrinfo","quangucvr"
"cvrinfo","davidbhella"
"huwlarrr","mickbradley1978"
"lotusoak2","plane2thet"
"lotusoak2","therealmilkco"
"idepiphd","epi_twit"
"huwlarrr","johnebrady86"
"successfuel3","khanbrexit"
"lotusoak2","margare25683010"
"marikasboros","diane2680"
"_beardedidiots","jiggsvandr"
"cadth_acmts","drddawoud"
"lotusoak2","cathymcrorie"
"nickgriffinbu","awaitinggaia"
"cvrinfo","uofgvpanna"
"laurie_garrett","aka_kool"
"ethoslifestyle","ecowomble"
"ethoslifestyle","qwilpen"
"tatendam82","jiggli"
"tatendam82","jiggli"
"speakeezie","speakeezie"
"dragonsoul9fire","kazpsychic2"
"nwor_ii","miss_kat_l"
"successfuel3","ms_sk_"
"successfuel3","ms_sk_"
"lotusoak2","spikey9990_1"
"lotusoak2","margare25683010"
"lotusoak2","margare25683010"
"lotusoak2","margare25683010"
"tech2specialist","thedigitalecos"
"chinadaily","timg33"
"raveen_is_happy","andrewmorrisuk"
"lotusoak2","joel24307178"
"busydrt","truthor67094221"
"lotusoak2","hayleyforrest88"
"lotusoak2","indy4scot"
"lotusoak2","indy4scot"
"pameladrew","justbementalist"
"lotusoak2","stephen66572581"
"beachmilk","piers_corbyn"
"lotusoak2","tinalstephenson"
"successfuel3","soulutionaries"
"beachmilk","amyldg81"
"beachmilk","wahinemartini"
"lotusoak2","sunnyeclipse420"
"beachmilk","xroddas"
"lotusoak2","amax1192"
"lotusoak2","chris_moyler"
"pameladrew","yorklawlondon"
"beachmilk","johnrobgalloway"
"beachmilk","ettasbotanica"
"wef","ana_captures"
"briangpowell","tomtomwhar"
"lotusoak2","tomtomwhar"
"alexwitzleben","domino4441"
"cvrinfo","semavirusepi"
"alexwitzleben","frankmueller101"
"briangpowell","johndjasper"
"wef","nochaosnochill"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"lotusoak2","markvaccines"
"wef","rockyjude"
"beachmilk","dghdavies"
"stpapagianneas","scott161"
"lotusoak2","ukclparty"
"bt_india","torivojobs"
"beachmilk","craigy_gordon"
"southamptoncrf","uos_medicine"
"moiradundee","kathrynrosenew"
"beachmilk","l0nd0nl4ss1"
"campdenfb","anitabhodges"
"beachmilk","hulkmaul1"
"lotusoak2","bluebelluk"
"beachmilk","quen43"
"beachmilk","maraphotomara"
"lotusoak2","plane2thet"
"lotusoak2","lmi14611657"
"beachmilk","nickyc7475"
"lotusoak2","plane2thet"
"beachmilk","mattpurple2"
"coughetycough","coughetycough"
"beachmilk","linas19814"
"wef","stanitut"
"beachmilk","da_silva_g"
"callsatantoday","smithwinstona"
"hetismijlaura","unruiydl"
"wef","doctorblooz"
"frronconi","victoryabro"
"wef","lelapat36345696"
"lotusoak2","tomtomwhar"
"drcovid1","mordoress"
"lotusoak2","reeev0"
"beachmilk","theatrext"
"lotusoak2","doesitm50815290"
"busydrt","melindazsori"
"lotusoak2","mikerestorer"
"lotusoak2","mikerestorer"
"fortrussnews","dwilliam9940"
"tatendam82","pepelep48542643"
"alibeckzeck","ibilola_amao"
"beachmilk","keithba24613451"
"fortrussnews","peterpobjecky"
"lotusoak2","chickacquired"
"telesurenglish","carlfletcher15"
"gumptionology","gumptionology"
"beachmilk","tonywillk"
"lotusoak2","angel40043090"
"lotusoak2","grmcken"
"lotusoak2","grmcken"
"wef","trvstworld"
"beachmilk","broady53sharon"
"cvrinfo","michaelajconley"
"stabilitech","network2099"
"telesurenglish","djsiri"
"beachmilk","shortiet2"
"beachmilk","agency4africa"
"beachmilk","jaygold09708393"
"fortrussnews","scottishnotbrit"
"lotusoak2","andrewmorrisuk"
"lotusoak2","agency4africa"
"lotusoak2","johnburdett20"
"skidrowradio_yt","markwright_67"
"kishonmark","cooters82"
"lotusoak2","bobbimac1984"
"tatendam82","cheryl48943188"
"medshronline","morningwu2"
"solentim","solentim"
"beachmilk","cosmicseer33"
"spartan333","iceni_rising"
"spartan333","cathycathyfox"
"lotusoak2","norrienon"
"foolsmultiply","iaincampbell008"
"lotusoak2","freemanglen"
"spartan333","bamberxerxes"
"tatendam82","cheryl48943188"
"lotusoak2","johnburdett20"
"lotusoak2","p3t3rmr0z"
"and_kell","bloody_scandal"
"gerardguiuribe","thinkaboutitpic"
"pharmaforkids","matpeak"
"and_kell","leapoftruth"
"bactivac","imprint_network"
"spartan333","dowelldowell5"
"dadychery","djsiri"
"telesurenglish","djsiri"
"dadychery","djsiri"
"gavi","annade_2015"
"lotusoak2","andrewmorrisuk"
"skidrowradio_yt","rj_phoenix16"
"beachmilk","anoniemouse2"
"fortrussnews","cheryl48943188"
"spartan333","mrdj432hz"
"gumptionology","gumptionology"
"and_kell","veritasdolor"
"lotusoak2","andrewmorrisuk"
"tornadonewslink","tornadonewslink"
"tornadonewslink","tornadonewslink"
"spartan333","yazmiller"
"lotusoak2","adbpatterson"
"lotusoak2","adbpatterson"
"oxfordvacgroup","lisastockdale"
"beachmilk","robsonthomson"
"beachmilk","hulkmaul1"
"sterlinggate","lynne_jean"
"spartan333","stuartbirnie"
"singingindcloud","thedigitalecos"
"jeremyrhammond","bloody_scandal"
"callsatantoday","dawngo18"
"singingindcloud","66iot"
"spartan333","james_enslaved"
"spartan333","carterefc"
"aoecoin","sally26"
"aoecoin","sally26"
"lotusoak2","plane2thet"
"cbc021089","pulchr1tudin0us"
"traveltricia","nicky67748488"
"cbc021089","alifish76445338"
"thinkfree55","skinnysumo09"
"fortrussnews","louisebentley10"
"thinqinganon","kimkat63536914"
"spartan333","spoilpartygames"
"greg_folkers","jeannyhobbs"
"crg_crm","celestite66"
"spartan333","tonytow78233280"
"beachmilk","honor2471"
"spartan333","__i____am____"
"lotusoak2","andrewmorrisuk"
"lotusoak2","andrewmorrisuk"
"lotusoak2","omshanti1504"
"thinkfree55","esienne"
"spartan333","earthstrong2020"
"fortrussnews","louisebentley10"
"facsaware","rebeccapragnell"
"lotusoak2","johnjen27296901"
"kunjenna","iaincampbell008"
"cbc021089","kimkat63536914"
"cbc021089","johnebrady86"
"_qmemes","dawngo18"
"tcddublin","sarah_cedwards"
"scrappydoo68","jamesfearon10"
"lotusoak2","mikerestorer"
"cbc021089","lynnieanydot"
"cbc021089","membrainflexi"
"lotusoak2","andrewmorrisuk"
"lotusoak2","greyannvlas"
"beachmilk","melissaknitting"
"lotusoak2","maxmedieval"
"lshtm","uelpublichealth"
"lotusoak2","jenninemorgan"
"lotusoak2","hillclime"
"lotusoak2","hillclime"
"lotusoak2","greyannvlas"
"spartan333","wotan999"
"lotusoak2","johnburdett20"
"spartan333","alexand52368255"
"lotusoak2","leejack16647466"
"lotusoak2","margare25683010"
"callsatantoday","ukblockhead"
"lotusoak2","derbygripe"
"gord_russell","kazzystevens"
"edrormba","saeed4_s"
"successfuel3","eboneyre"
"busydrt","a1word"
"lotusoak2","cathycathyfox"
"scrappydoo68","greyannvlas"
"obviousreally","jenninemorgan"
"beachmilk","ranso15"
"spartan333","jamesfearon10"
"cbc021089","celticnotorious"
"lotusoak2","bogusnewsviews"
"beachmilk","artilleryvoodoo"
"spartan333","richietoon1984"
"lotusoak2","fiptv1"
"spartan333","nydd64"
"hilda_beastoxf","lindymarion"
"spartan333","peoplepoweruk5"
"dadychery","amayanicky"
"dadychery","amayanicky"
"sheenaparish","kazpsychic2"
"busydrt","bellhappe"
"lotusoak2","stephen66572581"
"lotusoak2","stephen66572581"
"redpill_crusade","jenninemorgan"
"successfuel3","successfuel3"
"lotusoak2","ixoye33ad"
"lotusoak2","ixoye33ad"
"lotusoak2","ixoye33ad"
"callsatantoday","jayh9d"
"thinkfree55","hillclime"
"globaltimesnews","tunnelbreeze"
"sapiofoxy","pitchfader83"
"lotusoak2","hillclime"
"lotusoak2","bellhappe"
"aoecoin","jamesfearon10"
"aoecoin","jamesfearon10"
"lotusoak2","plusbarnet"
"pastmedhistory","dr_ghaniahhs"
"pastmedhistory","mrlepus"
"garyschwitzer","yorklawlondon"
"spartan333","honestcitizend1"
"lotusoak2","mickbradley1978"
"spgmihealthcare","jamespharma"
"lotusoak2","mikestockmusic"
"lotusoak2","mikestockmusic"
"lotusoak2","tartankino"
"lotusoak2","tartankino"
"pastmedhistory","historical_iris"
"lotusoak2","bellhappe"
"lotusoak2","bellhappe"
"lotusoak2","plane2thet"
"bactivac","immunologyuob"
"the_truth_ii","seybird11"
"spartan333","jami3_420"
"thinkfree55","dan34410218"
"thinkfree55","stu64mart"
"bactivac","networkvalidate"
"lotusoak2","annecdavies"
"novavax","essentialgrowt2"
"lotusoak2","greyannvlas"
"fortebio","tech_networks"
"fortebio","tech_networks"
"lotusoak2","paulinelancas18"
"pastmedhistory","aldercarhighhi1"
"peterbonda007","johnebrady86"
"spartan333","sallyrockingbit"
"lotusoak2","sonnagenie"
"lotusoak2","greyannvlas"
"peterbonda007","peterbonda007"
"lotusoak2","pxkdweezil"
"lotusoak2","greyannvlas"
"lotusoak2","greyannvlas"
"lotusoak2","greyannvlas"
"mtonguebkk","timg33"
"jesslsking","mailplus"
"jesslsking","oksanapyzikucl"
"lotusoak2","bellhappe"
"eggmsc","unsnuk"
"eggmsc","jalje9"
"rbwintransit","unsnuk"
"eggmsc","isthisab0t"
"eggmsc","clairebear_78"
"eggmsc","halelshikhpsych"
"gavi","sartinkpent"
"lotusoak2","greyannvlas"
"sartoriusglobal","isciencewriter"
"spartan333","jikachas"
"eggmsc","billingtoni"
"lotusoak2","cathycathyfox"
"drthomaspaul","mikerestorer"
"ot_expert","ukharpists"
"eggmsc","cowanspaulpaul"
"novavax","jennerinstitute"
"lotusoak2","greyannvlas"
"lotusoak2","greyannvlas"
"eggmsc","mefloq_vets_uk"
"spartan333","ilovephotocall"
"spartan333","badiexperience"
"lotusoak2","hillclime"
"whizkid7","paul_cude"
"lotusoak2","airdriedsausage"
"tzvijoffre","igolupilandigon"
"eggmsc","wildwoodyogi"
"lotusoak2","hillclime"
"lotusoak2","hillclime"
"lotusoak2","indigoblair"
"lotusoak2","indigoblair"
"spartan333","pageshaza"
"lotusoak2","paulinelancas18"
"profasifahmed","empower_sisters"
"together_vcan","eatyourselfcool"
"en_germany","moah79518730"
"jesslsking","school_pharmacy"
"alexlunaviewof1","joannew68022274"
"charlesweijer","stubbs980"
"charlesweijer","lndontretweets"
"charlesweijer","biomedcentral"
"peterbonda007","antonyb12755522"
"peterbonda007","antonyb12755522"
"alexlunaviewof1","johnebrady86"
"economictimes","fleming77"
"callsatantoday","peterwilson101"
"lotusoak2","andrewmorrisuk"
"alexlunaviewof1","abbafire"
"samirsaran","shashiapj"
"lotusoak2","royhull1"
"alexlunaviewof1","drcovid1"
"alexlunaviewof1","9jareporter"
"alexlunaviewof1","shortiet2"
"rosemarycnn","davidgoliath09"
"auntiealicecy","firebossmike"
"lotusoak2","annecdavies"
"alexlunaviewof1","indianagrammie"
"alexlunaviewof1","mozarela_"
"alexlunaviewof1","anacomc"
"alexlunaviewof1","bugforager"
"alexlunaviewof1","stupmax"
"spartan333","valernox"
"peterbonda007","sd99298147"
"rgegalloway @moatstv @rt_com @sputnikint remember this is what the first director general of the #who said. who are directing governments actions on #covid__19 across the world and never forget they are funded by the guy funding the #vaccines #billgates #eugenics https","careisthekey"
"alexlunaviewof1","arabellarobbins"
"lotusoak2","leapoftruth"
"lotusoak2","mannifester888"
"gwotzerho","fiona_mcardle"
"jesslsking","uclfightsfakes"
"gwotzerho","jenfold"
"lotusoak2","samspruce"
"lotusoak2","hoddertracy"
"lotusoak2","prancinghound"
"luma923","camckinnon61"
"kidkool4u","yardleyshooting"
"careisthekey","teresaevans25"
"alexlunaviewof1","rickyc293"
"mindedschool","twin_serenity"
"luma923","adbpatterson"
"lotusoak2","tomtomwhar"
"antthistleton","davelomax"
"techjunkiejh","priyeshpateluk"
"alexlunaviewof1","kjvbaptist193"
"alexlunaviewof1","jenninemorgan"
"lotusoak2","woolybully67"
"lotusoak2","andrewmorrisuk"
"spartan333","mag55rbt"
"alexlunaviewof1","curiouearthling"
"cvrinfo","iiiglasgow"
"lotusoak2","grmcken"
"spartan333","gildavneve"
"askabouthpv","becancersafe_rb"
"spartan333","plane2thet"
"mspfx","mspfx"
"drnickeasom","chcphull"
"lotusoak2","hillclime"
"alexlunaviewof1","norrienon"
"tulippenney","shahidh52359046"
"alexlunaviewof1","celticnotorious"
"starsurgeonmd","epi_twit"
"alexlunaviewof1","pick291"
"foolsmultiply","grmcken"
"alexlunaviewof1","iamkasia_"
"alexlunaviewof1","claire312005"
"lotusoak2","cathycathyfox"
"radio_sheff","timothymoffatt1"
"waughthistleton","kieran_w84"
"spartan333","sandrap05230032"
"lotusoak2","derbygripe"
"cvrinfo","cvrblog"
"alexlunaviewof1","davidpa99715224"
"alexlunaviewof1","martinekert"
"scienceally","mark_lynas"
"jandpscotland","justcarol12"
"lotusoak2","andrewmorrisuk"
"spartan333","thisskywatcher"
"cddep","1antruk"
"lotusoak2","johnburdett20"
"wswsmedia","sep_london"
"lotusoak2","johnburdett20"
"gregmannarino","davidwa20090980"
"leesomerset","eyecatcher_pro"
"alexlunaviewof1","stevestannard4"
"pmadridshow","beau3161"
"imperialmed","almccrtny"
"luma923","cabbiegold"
"alexlunaviewof1","dib1017"
"gwotzerho","fi_strachan"
"antthistleton","juliajnewton"
"johnnosta","natraybould"
"cbc021089","drharris88"
"chrbis","mike963morgan"
"apoorva_nyc","mwarhurst"
"imperialmed","imperialimmuno"
"imperialmed","imperialinfect"
"apoorva_nyc","ktsimonis"
"alexlunaviewof1","candy_clowns"
"cambridge_uni","cambridge_eng"
"epm_magazine","rapidnewsgroup"
"gavi","annade_2015"
"alexlunaviewof1","johnjen27296901"
"wswsmedia","gladstonemarian"
"apoorva_nyc","picornavirusb"
"spartan333","geordieonhol"
"cambridge_uni","cambridgegloba1"
"cambridge_uni","cuhpartners"
"cambridge_uni","ucuehcregion"
"apoorva_nyc","larkin_luie"
"angie_rasmussen","nomorecakepls"
"spartan333","davisoufc1"
"cambridge_uni","bryanstonschool"
"lotusoak2","andrewmorrisuk"
"southamptoncrf","wessex_immunol"
"lotusoak2","andrewmorrisuk"
"wsws_updates","jgmooney007"
"nicolamedical","theactuarymag"
"imperialmed","christi97812975"
"adlaigoldberg","hbaxter22"
"gaviseth","claireward99"
"aoecoin","jaygold09708393"
"imperialmed","metzisv"
"libertytarian","plane2thet"
"alexlunaviewof1","fck_authority__"
"blackwellglobal","blackwellglobal"
"lotusoak2","gavgtaylor"
"sputnikint","maurlind"
"lotusoak2","plane2thet"
"lotusoak2","patriot_moon"
"roland_dutton","dadarkarchitect"
"drnickeasom","jates12"
"drnickeasom","teresacope10"
"angie_rasmussen","lizziebillingt1"
"lotusoak2","andrewmorrisuk"
"elerianm","usman_a_khan"
"lotusoak2","jamesbain10"
"alexlunaviewof1","nickmalyon1"
"alexlunaviewof1","dawngo18"
"lotusoak2","ridge2100"
"lotusoak2","ridge2100"
"spartan333","wwg1wga40596919"
"lotusoak2","patriot_moon"
"lotusoak2","amax1192"
"lotusoak2","patriot_moon"
"spartan333","joannew68022274"
"johnnosta","allpowersphysio"
"alexlunaviewof1","loumay48"
"hvm_catapult","sjsedmonds"
"imperialmed","imperial_imse"
